gender,income,credit_score,loan_amount,employment_years,score,approved
F,75927.0,811,172557.0,8,0.5828,0
F,59968.0,386,398498.0,16,0.4452,0
F,56457.0,844,77724.0,3,0.564,0
F,64978.0,574,230047.0,5,0.4585,0
M,52177.0,440,112228.0,10,0.549,0
M,51419.0,652,169234.0,25,0.6872,1
M,25904.0,304,274484.0,10,0.32,0
F,55041.0,681,231816.0,7,0.5382,0
M,50401.0,633,177497.0,2,0.5224,0
M,49680.0,774,135020.0,1,0.5121,0
M,68337.0,329,231608.0,17,0.448,0
M,73173.0,646,370769.0,1,0.602,1
M,64644.0,792,109865.0,25,0.7339,1
F,79908.0,794,391166.0,11,0.6793,1
M,71511.0,687,319950.0,36,0.7676,1
F,54099.0,552,336935.0,25,0.5635,0
F,50743.0,329,230843.0,35,0.392,0
F,66256.0,641,317113.0,15,0.5718,0
F,71475.0,586,99117.0,13,0.603,1
F,87957.0,696,133196.0,1,0.5452,0
M,83823.0,808,276581.0,20,0.738,1
M,49171.0,543,229585.0,6,0.5145,0
F,57960.0,520,185162.0,10,0.4893,0
F,73420.0,455,10000.0,28,0.5787,0
F,81360.0,682,156453.0,36,0.6975,1
M,78779.0,619,82595.0,38,0.7491,1
F,58722.0,672,249353.0,27,0.7154,1
M,34920.0,830,180883.0,39,0.7452,1
F,40021.0,514,137170.0,3,0.3082,0
M,65453.0,666,464291.0,3,0.5944,0
F,66845.0,413,303817.0,26,0.4947,0
M,38026.0,499,305587.0,5,0.405,0
F,60891.0,324,420222.0,33,0.4147,0
M,72624.0,420,280219.0,39,0.5972,0
M,36975.0,302,122905.0,17,0.4188,0
M,82100.0,744,111210.0,29,0.8032,1
M,52449.0,553,296490.0,32,0.6252,1
M,85152.0,319,10000.0,19,0.4366,0
M,49331.0,503,192222.0,35,0.4693,0
M,39467.0,656,10000.0,4,0.5376,0
F,50837.0,427,209884.0,34,0.5309,0
F,58097.0,657,285407.0,18,0.5564,0
F,52230.0,591,227942.0,11,0.5976,0
F,55680.0,473,293811.0,25,0.4498,0
F,66679.0,654,396483.0,18,0.6487,1
M,56576.0,336,185646.0,10,0.4206,0
M,58678.0,609,480765.0,19,0.5821,0
M,25815.0,383,221267.0,8,0.274,0
M,67834.0,809,294917.0,19,0.7922,1
M,58216.0,743,138894.0,26,0.7072,1
F,92206.0,719,361931.0,4,0.6715,1
F,41209.0,504,304171.0,9,0.4067,0
F,23834.0,787,347145.0,8,0.6113,1
F,72361.0,387,205450.0,24,0.3848,0
M,66931.0,551,74458.0,12,0.4673,0
M,39831.0,330,246040.0,31,0.4387,0
M,29405.0,720,30298.0,7,0.4443,0
F,90748.0,360,166381.0,26,0.4937,0
M,88282.0,525,219108.0,21,0.5582,0
F,20000.0,634,437722.0,27,0.5755,0
M,50836.0,410,231855.0,17,0.3556,0
M,93284.0,790,213954.0,22,0.8222,1
F,50479.0,571,193697.0,30,0.5659,0
M,50188.0,333,65791.0,33,0.5316,0
M,54345.0,511,208583.0,6,0.4535,0
F,37582.0,599,210288.0,4,0.3454,0
M,25904.0,672,103139.0,20,0.6502,1
F,81051.0,424,81325.0,5,0.4334,0
M,23141.0,402,151843.0,34,0.5392,0
M,64945.0,419,206493.0,22,0.5102,0
M,77732.0,846,154245.0,2,0.7661,1
M,30975.0,630,94912.0,32,0.7531,1
M,41515.0,608,228927.0,37,0.7237,1
M,84264.0,711,253887.0,22,0.6339,1
M,70658.0,698,212130.0,15,0.6542,1
M,47654.0,605,143702.0,24,0.5639,0
F,84045.0,462,259484.0,15,0.4054,0
F,84131.0,364,180946.0,24,0.4542,0
M,65381.0,515,81092.0,6,0.5386,0
M,41997.0,325,303624.0,7,0.3175,0
F,51731.0,343,235351.0,2,0.2605,0
M,65728.0,389,188071.0,4,0.3822,0
M,56228.0,432,42895.0,18,0.5828,0
F,78779.0,460,125514.0,6,0.4451,0
M,29405.0,679,401857.0,21,0.5631,0
M,30115.0,560,49166.0,25,0.637,1
F,63617.0,682,174865.0,24,0.6232,1
M,50169.0,668,198366.0,5,0.5013,0
M,47459.0,410,232048.0,4,0.358,0
F,24639.0,376,50283.0,37,0.4023,0
M,60391.0,508,217418.0,37,0.6179,1
F,58945.0,312,31389.0,21,0.3738,0
M,73070.0,847,209743.0,30,0.8178,1
M,61378.0,324,134760.0,21,0.411,0
F,57348.0,845,113413.0,10,0.664,1
F,83540.0,439,283482.0,31,0.6188,1
M,33751.0,574,176439.0,16,0.489,0
F,70728.0,669,247371.0,21,0.6694,1
F,26577.0,521,250683.0,15,0.4315,0
M,43233.0,336,326995.0,14,0.3749,0
M,35747.0,428,79174.0,7,0.4275,0
M,75639.0,615,291902.0,2,0.5603,0
F,58692.0,622,201646.0,12,0.5463,0
F,59730.0,732,162188.0,29,0.6307,1
F,37865.0,517,85075.0,27,0.446,0
F,54006.0,547,260659.0,8,0.3374,0
M,44731.0,410,107778.0,11,0.4338,0
F,67669.0,446,251781.0,24,0.4385,0
M,40178.0,643,392783.0,36,0.6399,1
F,86596.0,808,297998.0,20,0.7003,1
M,26488.0,804,339143.0,38,0.6912,1
M,43870.0,433,128100.0,38,0.633,1
M,93544.0,763,276273.0,18,0.7154,1
F,51297.0,490,85579.0,7,0.4276,0
M,33702.0,462,176652.0,37,0.6017,1
M,64381.0,755,374127.0,2,0.5112,0
F,50492.0,360,139216.0,21,0.3748,0
M,43283.0,304,311136.0,0,0.3362,0
F,38083.0,336,301565.0,37,0.3903,0
F,115367.0,759,307474.0,18,0.7259,1
M,54969.0,516,73300.0,20,0.4919,0
M,21489.0,438,252520.0,12,0.4203,0
F,89874.0,398,184340.0,26,0.4718,0
M,72221.0,563,308850.0,16,0.574,0
F,44671.0,523,34500.0,19,0.5341,0
F,41338.0,310,236779.0,29,0.4252,0
F,73469.0,626,222638.0,37,0.6275,1
M,55062.0,649,10000.0,10,0.5912,0
F,21480.0,678,111458.0,26,0.5811,0
M,95745.0,530,16985.0,37,0.7496,1
M,51320.0,440,127364.0,27,0.5258,0
M,89911.0,348,254922.0,25,0.5177,0
M,85569.0,750,219537.0,38,0.8497,1
F,39980.0,790,216940.0,32,0.7256,1
M,80664.0,504,96025.0,31,0.7909,1
F,46971.0,708,312045.0,24,0.6843,1
F,22666.0,706,198118.0,23,0.5656,0
M,51508.0,350,203370.0,39,0.5241,0
F,67953.0,474,294040.0,26,0.4737,0
F,50745.0,560,100865.0,21,0.4362,0
M,53859.0,779,222855.0,19,0.6903,1
F,82871.0,522,242346.0,32,0.485,0
F,62130.0,568,145443.0,4,0.5463,0
F,43134.0,617,265237.0,28,0.5275,0
F,74041.0,684,247712.0,4,0.5984,0
M,63954.0,518,189882.0,38,0.6351,1
F,20000.0,353,186785.0,16,0.3467,0
F,68567.0,499,252355.0,28,0.4733,0
F,67837.0,638,278847.0,10,0.5567,0
F,60402.0,604,206290.0,21,0.5581,0
M,77834.0,544,312019.0,30,0.7351,1
F,46552.0,507,265853.0,38,0.495,0
M,66730.0,810,21154.0,0,0.5612,0
F,28661.0,558,59510.0,14,0.3905,0
M,68142.0,679,318224.0,18,0.5406,0
M,99061.0,462,175323.0,9,0.4737,0
M,40103.0,640,216418.0,8,0.4794,0
M,44804.0,829,313929.0,12,0.6637,1
M,45800.0,333,199359.0,25,0.4422,0
F,62600.0,622,203727.0,5,0.4108,0
F,38739.0,480,113127.0,39,0.5962,0
F,68425.0,646,236999.0,1,0.5172,0
M,76937.0,491,258651.0,28,0.6412,1
F,70687.0,545,142212.0,11,0.5419,0
M,24632.0,544,107798.0,22,0.4691,0
M,79903.0,432,462629.0,2,0.4058,0
F,78747.0,496,190709.0,10,0.4799,0
F,76603.0,646,131631.0,4,0.5802,0
M,67457.0,348,270659.0,9,0.4175,0
M,64404.0,363,194921.0,5,0.3857,0
F,80648.0,403,91423.0,15,0.4005,0
F,98470.0,512,248305.0,30,0.534,0
F,40939.0,816,114688.0,22,0.7102,1
F,81563.0,418,357646.0,29,0.4957,0
M,58276.0,541,249450.0,39,0.6545,1
F,57407.0,579,172312.0,19,0.6078,1
F,29269.0,723,210935.0,24,0.5725,0
F,54304.0,662,290329.0,34,0.6458,1
M,40055.0,605,218596.0,4,0.4639,0
M,50723.0,785,412211.0,2,0.5342,0
M,38036.0,613,313587.0,33,0.6508,1
M,51022.0,812,248761.0,11,0.5626,0
F,51878.0,466,106301.0,26,0.5558,0
M,61935.0,693,185311.0,4,0.4691,0
F,27705.0,362,247887.0,21,0.3472,0
F,31090.0,571,117714.0,3,0.3727,0
F,67238.0,336,329343.0,27,0.4909,0
F,44051.0,315,102584.0,6,0.2471,0
M,81491.0,642,136277.0,33,0.6369,1
M,64505.0,645,143770.0,1,0.4671,0
M,72135.0,838,274382.0,8,0.587,0
F,88214.0,532,119506.0,14,0.5607,0
F,53806.0,715,20002.0,30,0.7449,1
F,48510.0,566,308804.0,35,0.6431,1
F,77434.0,625,155561.0,14,0.5577,0
F,70190.0,742,93149.0,32,0.7204,1
M,56253.0,375,124514.0,30,0.4893,0
F,87829.0,546,371676.0,26,0.5569,0
M,55755.0,612,134296.0,1,0.5252,0
F,60655.0,642,187663.0,8,0.4441,0
F,60424.0,481,155308.0,0,0.4025,0
M,41308.0,698,76734.0,18,0.612,1
M,61552.0,540,125728.0,8,0.5348,0
F,87935.0,591,69889.0,1,0.5118,0
F,68899.0,353,295588.0,36,0.4316,0
F,60621.0,444,210088.0,0,0.3917,0
F,56765.0,655,448268.0,11,0.6035,1
M,66617.0,776,129109.0,25,0.7717,1
F,74995.0,321,114114.0,9,0.302,0
M,72185.0,630,353376.0,0,0.5742,0
F,53363.0,591,305798.0,0,0.4516,0
M,66496.0,535,238477.0,30,0.5218,0
M,69599.0,328,88631.0,10,0.3871,0
F,39856.0,459,374500.0,4,0.3921,0
M,63365.0,829,192790.0,34,0.8001,1
F,20000.0,849,156932.0,10,0.6072,1
M,69651.0,400,314296.0,3,0.377,0
F,73207.0,589,197770.0,37,0.6571,1
M,74951.0,676,83433.0,38,0.8132,1
F,52099.0,472,204030.0,20,0.4817,0
F,66181.0,642,121865.0,35,0.6657,1
M,88479.0,490,10000.0,27,0.6117,1
M,88275.0,738,111829.0,7,0.6483,1
M,59417.0,642,147226.0,19,0.5759,0
M,62786.0,424,84435.0,20,0.478,0
F,82218.0,659,257525.0,34,0.6907,1
M,29984.0,802,122255.0,31,0.6232,1
F,53538.0,472,247843.0,35,0.5973,0
M,86711.0,693,76668.0,4,0.5823,0
F,79504.0,760,290922.0,3,0.5224,0
F,67385.0,419,72352.0,6,0.478,0
F,29883.0,572,10000.0,33,0.5564,0
F,59002.0,657,323726.0,19,0.6243,1
M,48202.0,685,114411.0,6,0.522,0
M,66621.0,618,375693.0,23,0.6852,1
F,43813.0,560,256459.0,20,0.5315,0
M,39486.0,580,279026.0,8,0.4746,0
M,20000.0,628,304547.0,18,0.4544,0
F,84436.0,423,211268.0,19,0.5231,0
M,52005.0,775,212406.0,27,0.7091,1
M,63143.0,577,328134.0,31,0.698,1
M,59955.0,392,211136.0,33,0.518,0
F,38651.0,846,127182.0,15,0.6269,1
M,34819.0,427,258576.0,37,0.5564,0
F,39894.0,831,10000.0,16,0.7276,1
M,45537.0,466,331956.0,10,0.4022,0
M,67332.0,535,334044.0,3,0.4597,0
M,44086.0,331,319817.0,39,0.4785,0
F,94930.0,530,315977.0,39,0.6176,1
F,80543.0,490,191582.0,17,0.4911,0
M,76167.0,807,189332.0,5,0.7198,1
F,57607.0,756,77036.0,31,0.6675,1
M,90286.0,554,374804.0,4,0.6254,1
F,55640.0,578,151498.0,14,0.5593,0
F,59375.0,355,233989.0,15,0.3675,0
M,63399.0,405,225405.0,16,0.4267,0
M,74036.0,491,65958.0,36,0.6669,1
M,72738.0,577,25532.0,14,0.6429,1
M,50497.0,843,200559.0,34,0.8435,1
F,49340.0,474,154624.0,7,0.3536,0
F,72798.0,384,191056.0,34,0.4975,0
F,74305.0,515,306542.0,35,0.5168,0
M,52133.0,313,222494.0,26,0.3765,0
M,28256.0,336,275852.0,13,0.4031,0
F,55854.0,326,244533.0,22,0.4152,0
M,72471.0,369,168367.0,19,0.5533,0
F,96108.0,453,99820.0,5,0.3768,0
F,36041.0,737,226472.0,23,0.6704,1
F,51469.0,570,208389.0,22,0.5879,0
F,52212.0,840,291516.0,35,0.8514,1
F,87116.0,373,184910.0,11,0.4488,0
M,59301.0,448,170266.0,1,0.2792,0
M,41853.0,805,177050.0,26,0.7441,1
M,71174.0,309,108127.0,31,0.4007,0
F,51907.0,801,344691.0,28,0.5798,0
F,35512.0,361,313963.0,39,0.4744,0
F,42145.0,687,78697.0,39,0.7023,1
F,94681.0,531,280395.0,32,0.5289,0
M,67684.0,827,15499.0,28,0.669,1
M,62155.0,849,298529.0,32,0.7811,1
F,55002.0,744,130365.0,35,0.7213,1
F,65843.0,620,235990.0,16,0.5427,0
F,65605.0,382,10000.0,9,0.3511,0
M,65843.0,733,80130.0,0,0.5196,0
M,62297.0,316,246870.0,16,0.3923,0
M,77376.0,668,129909.0,27,0.744,1
F,60462.0,554,116004.0,37,0.6108,1
F,40441.0,755,339586.0,35,0.6962,1
M,47752.0,832,421096.0,26,0.8299,1
F,20420.0,691,293701.0,36,0.7164,1
M,100536.0,619,90812.0,24,0.7794,1
F,77255.0,519,376352.0,33,0.7197,1
M,43399.0,713,43857.0,2,0.5016,0
F,54363.0,331,169551.0,28,0.3566,0
M,47262.0,315,205478.0,34,0.5035,0
M,90851.0,708,392404.0,9,0.6346,1
M,31602.0,472,291266.0,37,0.5619,0
M,62290.0,478,153624.0,37,0.507,0
M,57829.0,796,105504.0,0,0.6214,1
M,76537.0,403,300219.0,0,0.3813,0
F,57920.0,616,146664.0,31,0.585,0
F,24836.0,480,221674.0,21,0.4174,0
F,54978.0,431,63022.0,18,0.3462,0
M,40557.0,454,256926.0,34,0.5171,0
M,61592.0,658,248870.0,5,0.6284,1
F,88684.0,534,75838.0,33,0.6288,1
M,25211.0,464,303162.0,14,0.5031,0
M,43996.0,726,255475.0,2,0.4938,0
M,48946.0,787,274002.0,36,0.779,1
M,52367.0,512,162132.0,21,0.4811,0
M,74803.0,456,217896.0,28,0.6766,1
F,56529.0,374,206338.0,13,0.3139,0
F,68316.0,734,185183.0,29,0.7302,1
F,47485.0,477,217050.0,14,0.4016,0
F,64598.0,611,325644.0,28,0.6549,1
F,75556.0,426,307495.0,13,0.3621,0
M,45354.0,676,81814.0,2,0.5001,0
M,75627.0,644,298540.0,21,0.6794,1
M,61047.0,524,319114.0,32,0.6058,1
M,80909.0,316,184882.0,22,0.476,0
F,55972.0,796,250845.0,6,0.5615,0
F,67625.0,772,249400.0,19,0.6408,1
F,59188.0,610,115003.0,6,0.4653,0
M,58076.0,436,161804.0,16,0.4361,0
F,65179.0,774,275081.0,31,0.8095,1
M,70736.0,516,150418.0,14,0.6118,1
F,35009.0,495,297550.0,12,0.4758,0
F,88673.0,500,330497.0,2,0.4732,0
M,22807.0,665,314367.0,24,0.6463,1
M,46304.0,827,397980.0,31,0.7271,1
F,58115.0,699,190927.0,15,0.5198,0
F,68247.0,824,217720.0,0,0.6517,1
M,91523.0,513,232066.0,2,0.5239,0
F,22834.0,640,193960.0,19,0.571,0
F,49846.0,628,254218.0,27,0.6022,1
M,20000.0,418,28880.0,21,0.3955,0
F,60632.0,724,220491.0,35,0.635,1
M,65434.0,672,62256.0,0,0.5739,0
F,91816.0,478,103738.0,13,0.5275,0
M,62413.0,731,273289.0,14,0.6743,1
F,80881.0,701,180088.0,31,0.6415,1
M,71677.0,693,269761.0,17,0.6642,1
F,51295.0,378,177922.0,37,0.5007,0
M,31821.0,723,310641.0,21,0.597,0
F,65500.0,417,176092.0,15,0.4885,0
F,30158.0,667,10000.0,10,0.483,0
F,85904.0,405,222539.0,6,0.4761,0
F,56759.0,404,10000.0,8,0.3852,0
F,83904.0,602,54728.0,0,0.4754,0
F,50396.0,447,111705.0,7,0.3829,0
F,65377.0,449,99229.0,10,0.3112,0
F,64187.0,555,145495.0,4,0.4454,0
F,59099.0,381,95793.0,28,0.339,0
M,51347.0,315,59405.0,5,0.3142,0
M,67849.0,492,354184.0,11,0.5194,0
F,41477.0,373,132186.0,38,0.4549,0
M,35811.0,576,10000.0,6,0.5515,0
F,84857.0,360,163908.0,11,0.398,0
F,74543.0,835,87527.0,32,0.7993,1
M,61318.0,834,111503.0,18,0.72,1
F,93303.0,642,271034.0,35,0.7147,1
F,54645.0,694,155184.0,18,0.5687,0
M,86454.0,557,84740.0,20,0.6425,1
M,63511.0,497,244625.0,18,0.5899,0
F,39505.0,352,314994.0,8,0.3165,0
M,96961.0,570,253687.0,21,0.7087,1
M,79814.0,500,10000.0,18,0.5441,0
F,57580.0,695,88501.0,36,0.7437,1
M,74543.0,677,204745.0,10,0.6529,1
M,51926.0,834,175570.0,24,0.7307,1
F,76583.0,387,167272.0,34,0.5515,0
M,20000.0,697,101724.0,4,0.5477,0
M,39604.0,481,59442.0,30,0.5904,0
F,79585.0,582,400778.0,13,0.4245,0
F,55007.0,832,202711.0,12,0.5794,0
F,64151.0,489,264212.0,33,0.5372,0
M,33064.0,504,200625.0,33,0.5761,0
F,96957.0,343,204635.0,17,0.4645,0
F,83811.0,599,193790.0,5,0.4838,0
M,55986.0,578,87955.0,20,0.6159,1
F,51906.0,684,48551.0,39,0.5699,0
F,80592.0,610,238623.0,4,0.4318,0
F,99649.0,827,218784.0,1,0.6162,1
F,79075.0,573,293828.0,5,0.5857,0
M,103436.0,781,273536.0,7,0.7459,1
F,41553.0,750,119149.0,1,0.4895,0
F,43612.0,831,313259.0,22,0.7488,1
M,36221.0,830,276503.0,19,0.6392,1
F,68835.0,824,269084.0,3,0.5668,0
M,63512.0,316,424933.0,14,0.4153,0
M,56961.0,329,404396.0,29,0.4801,0
M,76185.0,769,268991.0,19,0.7325,1
F,84647.0,603,256520.0,23,0.5794,0
M,29487.0,392,308166.0,8,0.3996,0
M,48061.0,461,141605.0,20,0.5,0
M,76403.0,627,143017.0,37,0.7799,1
F,50645.0,553,267342.0,12,0.5021,0
F,44036.0,739,114352.0,4,0.488,0
F,80371.0,843,259277.0,13,0.6227,1
F,34210.0,419,215683.0,6,0.3816,0
F,53968.0,813,114381.0,5,0.5294,0
F,66573.0,848,202587.0,11,0.7068,1
F,48524.0,396,330508.0,15,0.3676,0
M,75663.0,669,208237.0,31,0.7435,1
M,48622.0,716,208655.0,10,0.5635,0
M,88172.0,556,232899.0,3,0.5479,0
M,57485.0,427,245919.0,28,0.5853,0
F,73425.0,658,166916.0,33,0.6404,1
M,74920.0,455,235026.0,8,0.4258,0
M,47449.0,356,95093.0,9,0.336,0
M,20000.0,375,120093.0,7,0.2183,0
M,67215.0,457,132885.0,35,0.5526,0
F,61446.0,384,246976.0,31,0.5346,0
F,71117.0,621,216023.0,5,0.4122,0
F,55469.0,608,186564.0,5,0.4394,0
M,51391.0,829,269077.0,26,0.7521,1
F,100169.0,583,237886.0,1,0.5044,0
M,30553.0,341,171002.0,8,0.2949,0
F,74679.0,433,96477.0,37,0.6175,1
F,48508.0,703,118029.0,4,0.5444,0
F,53284.0,792,53319.0,33,0.6627,1
F,53658.0,521,214057.0,13,0.4447,0
F,43931.0,528,113786.0,9,0.3919,0
M,71424.0,751,150468.0,6,0.6532,1
F,87813.0,605,187241.0,19,0.6566,1
M,69400.0,418,304400.0,10,0.4751,0
M,62068.0,623,292879.0,12,0.6502,1
M,40271.0,458,194529.0,16,0.4546,0
M,70337.0,538,326550.0,36,0.5715,0
M,103127.0,695,10000.0,35,0.7524,1
F,52386.0,619,387722.0,32,0.6393,1
F,52480.0,488,269250.0,9,0.4073,0
F,48778.0,608,210280.0,33,0.6016,1
F,50212.0,548,110864.0,12,0.4357,0
M,20000.0,837,156193.0,24,0.6649,1
F,68101.0,805,260935.0,32,0.7933,1
F,43089.0,693,263208.0,9,0.6105,1
M,27795.0,705,266839.0,23,0.5979,0
M,75064.0,480,127150.0,4,0.4335,0
F,38360.0,320,107015.0,9,0.3339,0
F,53227.0,454,219521.0,38,0.6151,1
M,89329.0,493,276985.0,26,0.6595,1
F,31816.0,523,200318.0,35,0.6276,1
F,29348.0,698,348148.0,32,0.6729,1
F,65386.0,579,203314.0,27,0.615,1
F,82990.0,309,199929.0,39,0.5648,0
M,28513.0,675,267056.0,2,0.5229,0
M,68154.0,771,321923.0,30,0.7628,1
M,71620.0,451,65074.0,28,0.5925,0
F,20000.0,423,88199.0,20,0.4062,0
F,75970.0,723,168674.0,31,0.662,1
F,77532.0,822,515894.0,27,0.7624,1
F,53764.0,812,173853.0,20,0.6679,1
F,85047.0,470,187822.0,34,0.6001,1
M,82729.0,424,261835.0,29,0.5714,0
F,62062.0,474,297693.0,16,0.4737,0
F,50971.0,803,216979.0,28,0.7057,1
M,40543.0,684,316435.0,1,0.4638,0
F,59249.0,405,80603.0,32,0.453,0
M,71395.0,827,123391.0,3,0.586,0
M,53516.0,337,316249.0,38,0.5902,0
M,20000.0,694,201094.0,24,0.6081,1
M,85374.0,776,73755.0,4,0.6714,1
M,63804.0,766,67746.0,3,0.6111,1
F,52408.0,804,118906.0,28,0.6416,1
M,77143.0,614,200213.0,36,0.6985,1
M,90493.0,584,246738.0,7,0.5649,0
F,20000.0,763,167094.0,19,0.4861,0
F,68685.0,563,238500.0,5,0.485,0
M,31467.0,728,156293.0,35,0.7182,1
F,69982.0,664,322392.0,31,0.6335,1
F,62559.0,480,455184.0,4,0.4695,0
M,72715.0,543,160739.0,39,0.6932,1
M,50015.0,612,247993.0,19,0.6252,1
F,22535.0,375,239841.0,3,0.2891,0
M,50993.0,561,213870.0,38,0.6669,1
M,68137.0,530,265325.0,21,0.4608,0
F,80308.0,679,247882.0,32,0.6538,1
M,36563.0,608,152895.0,30,0.6075,1
M,80541.0,687,331655.0,28,0.6601,1
M,47043.0,624,220167.0,4,0.4953,0
M,67249.0,755,161520.0,9,0.6859,1
M,49802.0,811,444320.0,10,0.6523,1
F,63643.0,642,188379.0,36,0.5875,0
F,77838.0,815,225494.0,21,0.7253,1
M,35460.0,741,217544.0,23,0.5578,0
F,46402.0,848,187011.0,20,0.698,1
M,63699.0,561,244866.0,35,0.6244,1
M,108032.0,762,115500.0,15,0.8302,1
M,42736.0,526,259654.0,1,0.356,0
M,100803.0,822,24165.0,14,0.7531,1
M,100088.0,488,70193.0,25,0.5567,0
F,58054.0,508,382572.0,29,0.5121,0
F,54037.0,312,74382.0,1,0.378,0
M,46159.0,461,10000.0,28,0.5107,0
F,58636.0,792,76858.0,5,0.5189,0
M,31866.0,734,374006.0,0,0.561,0
F,58475.0,304,20814.0,39,0.4437,0
M,89938.0,501,104419.0,10,0.5116,0
F,47778.0,715,54181.0,22,0.5852,0
M,55186.0,311,172587.0,25,0.4239,0
M,25977.0,696,156398.0,30,0.7063,1
F,67481.0,640,151924.0,14,0.4694,0
F,65290.0,672,385613.0,8,0.5365,0
M,61274.0,677,80092.0,33,0.7184,1
F,55663.0,524,189781.0,38,0.5895,0
M,54145.0,481,233860.0,16,0.4383,0
F,70038.0,596,101979.0,34,0.5743,0
F,59424.0,606,248659.0,35,0.6046,1
M,66299.0,730,160019.0,2,0.5388,0
F,64300.0,417,237431.0,39,0.5523,0
F,82469.0,651,189200.0,10,0.6156,1
M,73540.0,345,10000.0,27,0.5013,0
F,63857.0,526,330610.0,27,0.5246,0
M,90368.0,655,407046.0,18,0.554,0
M,68405.0,593,182325.0,1,0.5212,0
M,86099.0,539,110205.0,31,0.6116,1
M,72139.0,647,350601.0,10,0.5723,0
M,23162.0,440,389038.0,15,0.3817,0
F,86097.0,503,183120.0,10,0.4643,0
M,62704.0,568,178132.0,2,0.4987,0
M,58961.0,612,192009.0,28,0.6586,1
F,65627.0,717,32545.0,4,0.5927,0
F,53100.0,436,170887.0,27,0.4608,0
F,64541.0,650,371494.0,30,0.618,1
M,48162.0,460,183131.0,12,0.5146,0
M,85485.0,472,95997.0,24,0.6199,1
M,57728.0,429,249669.0,5,0.4784,0
F,52348.0,378,133280.0,2,0.3578,0
M,41501.0,356,193355.0,21,0.5484,0
F,65376.0,699,73115.0,38,0.7365,1
M,63742.0,662,96338.0,31,0.6367,1
F,67768.0,634,273766.0,29,0.6568,1
M,39455.0,433,211587.0,6,0.4125,0
M,27976.0,313,122394.0,24,0.3775,0
M,72512.0,582,211954.0,1,0.4824,0
F,89693.0,720,139285.0,7,0.5845,0
F,39473.0,426,121624.0,32,0.3629,0
M,91789.0,517,316403.0,27,0.4995,0
M,65678.0,788,278288.0,9,0.6611,1
M,59859.0,559,197873.0,37,0.6289,1
F,52049.0,517,214434.0,17,0.4396,0
M,32310.0,788,199160.0,12,0.6047,1
M,79755.0,742,248701.0,20,0.6293,1
M,44488.0,398,120050.0,32,0.5479,0
M,44404.0,481,286250.0,22,0.4945,0
F,79839.0,468,235357.0,0,0.397,0
F,22340.0,532,173694.0,39,0.5885,0
M,29528.0,392,151222.0,20,0.4077,0
M,59637.0,771,284113.0,4,0.6575,1
F,65866.0,815,184951.0,34,0.7664,1
F,69695.0,384,130111.0,17,0.4596,0
M,53964.0,818,161543.0,37,0.8454,1
F,110607.0,680,276920.0,35,0.7665,1
F,55442.0,706,38945.0,28,0.634,1
M,55384.0,531,164459.0,25,0.5953,0
F,44060.0,550,307058.0,35,0.5123,0
F,62478.0,384,183178.0,37,0.5235,0
M,72299.0,618,227282.0,17,0.6468,1
M,84072.0,492,308677.0,28,0.5577,0
F,30214.0,599,289233.0,30,0.612,1
M,55080.0,657,155994.0,12,0.5761,0
F,68934.0,752,186961.0,29,0.7099,1
M,71741.0,805,290476.0,6,0.601,1
F,60131.0,364,293947.0,39,0.3882,0
M,70848.0,521,191195.0,5,0.5484,0
F,43821.0,765,194645.0,1,0.5139,0
F,91158.0,371,226768.0,7,0.4394,0
F,79853.0,773,336690.0,9,0.6105,1
M,33101.0,318,306757.0,21,0.3481,0
M,38498.0,821,269339.0,9,0.7223,1
F,39062.0,714,92133.0,34,0.6449,1
F,73559.0,663,172517.0,18,0.596,0
M,34305.0,827,177771.0,3,0.5942,0
M,53380.0,379,341849.0,18,0.3716,0
M,69094.0,489,176114.0,19,0.5633,0
M,58677.0,447,325344.0,3,0.437,0
M,65178.0,742,142930.0,25,0.754,1
M,38684.0,564,150912.0,2,0.4092,0
F,71897.0,808,248145.0,29,0.6493,1
M,47736.0,600,356815.0,35,0.6781,1
F,53508.0,765,178822.0,5,0.6206,1
M,64755.0,664,10000.0,38,0.6473,1
M,62062.0,698,43582.0,26,0.6139,1
F,60480.0,792,229796.0,15,0.6041,1
F,44987.0,841,52520.0,15,0.5625,0
M,54009.0,779,113444.0,35,0.7446,1
F,60044.0,467,201234.0,33,0.5487,0
F,32498.0,390,10000.0,38,0.5046,0
F,50749.0,599,162027.0,23,0.5705,0
F,67754.0,473,83519.0,38,0.5624,0
M,34451.0,672,50082.0,5,0.5859,0
F,83132.0,323,119782.0,19,0.3143,0
M,85392.0,500,93079.0,8,0.4594,0
M,35097.0,306,246948.0,20,0.3843,0
M,87152.0,305,319653.0,10,0.3717,0
M,57128.0,460,163557.0,29,0.5443,0
F,68370.0,547,140387.0,0,0.4484,0
F,50067.0,465,158579.0,26,0.451,0
M,78461.0,727,89181.0,5,0.593,0
M,68122.0,444,71126.0,6,0.4302,0
M,43717.0,810,35445.0,21,0.7408,1
M,36696.0,842,67048.0,33,0.797,1
F,30794.0,808,363199.0,19,0.6567,1
M,63759.0,519,130958.0,14,0.5285,0
F,71449.0,375,10000.0,8,0.3765,0
M,73019.0,618,141294.0,17,0.6663,1
M,57640.0,337,40959.0,35,0.4668,0
M,36860.0,813,205948.0,29,0.788,1
M,46359.0,545,195165.0,10,0.4987,0
